"Sample.ID","NCBI.accession","Sample.collection.date","Host.species","Region","Province","Municipality","Barangay","Location","source","corrected_date","decimal_date"
"RV/R3.PHL/2005/Z-05-198","AB683617","2005","Canis lupus familiaris","R3","Nueva Ecija",NA,NA,"R3, Nueva Ecija","rabv-glue",2005-01-01,2005
"RV/R3.PHL/2008/TRa-018","AB683618","2008","Canis lupus familiaris","Region 3","Zambales",NA,NA,"Region 3, Zambales","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-038","AB683619","2008","Canis lupus familiaris","Region 3","Pampanga",NA,NA,"Region 3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-062","AB683620","2008","Canis lupus familiaris","Region 3","Nueva Ecija",NA,NA,"Region 3, Nueva Ecija","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-088","AB683621","2008","Canis lupus familiaris","Region 3","Pampanga",NA,NA,"Region 3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-112","AB683622","2008","Canis lupus familiaris","Region 3","Zambales",NA,NA,"Region 3, Zambales","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2009/TRa-132","AB683623","2009","Canis lupus familiaris","Region 3","Nueva Ecija",NA,NA,"Region 3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-133","AB683624","2009","Canis lupus familiaris","Region 3","Pampanga",NA,NA,"Region 3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-201","AB683625","2009","Canis lupus familiaris","R3","Nueva Ecija",NA,NA,"R3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-205","AB683626","2009","Canis lupus familiaris","R3","Nueva Ecija",NA,NA,"R3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-206","AB683627","2009","Canis lupus familiaris","R3","Pampanga",NA,NA,"R3, Pampanga","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-222","AB683628","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/R4A.PHL/2007/Z-07-189","AB683629","2007","Canis lupus familiaris","R4A","Cavite",NA,NA,"R4A, Cavite","rabv-glue",2007-01-01,2007
"RV/R4A.PHL/2007/Z-07-243","AB683630","2007","Canis lupus familiaris","R4A","Cavite",NA,NA,"R4A, Cavite","rabv-glue",2007-01-01,2007
"RV/R4A.PHL/2007/Z-07-252","AB683631","2007","Canis lupus familiaris","R4A","Quezon",NA,NA,"R4A, Quezon","rabv-glue",2007-01-01,2007
"RV/R5.PHL/2008/TRa-034","AB683632","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-067","AB683633","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-071","AB683634","2008","Canis lupus familiaris","Region 5","Camarines Sur",NA,NA,"Region 5, Camarines Sur","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-072","AB683635","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-073","AB683636","2008","Canis lupus familiaris","Region 5","Sorsogon",NA,NA,"Region 5, Sorsogon","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-120","AB683637","2008","Canis lupus familiaris","Region 5","Catanduanes",NA,NA,"Region 5, Catanduanes","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-122","AB683638","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-123","AB683639","2008","Canis lupus familiaris","Region 5","Catanduanes",NA,NA,"Region 5, Catanduanes","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2009/TRa-183","AB683640","2009","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2008/TRa-074","AB683641","2008","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-079","AB683642","2008","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2009/TRa-144","AB683643","2009","Canis lupus familiaris","Region 7","Negros Oriental",NA,NA,"Region 7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-168","AB683644","2009","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-173","AB683645","2009","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-176","AB683646","2009","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-186","AB683647","2009","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-194","AB683648","2009","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-195","AB683649","2009","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2008/TRa-002","AB683650","2008","Canis lupus familiaris","Region 3","Pampanga",NA,NA,"Region 3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-005","AB683651","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2009/TRa-179","AB683652","2009","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2009-01-01,2009
"RV/R4B.PHL/2006/Z-06-197","AB698023","2006","Canis lupus familiaris","Region 4A","Batangas",NA,NA,"Region 4A, Batangas","rabv-glue",2006-01-01,2006
"RV/R4B.PHL/2006/Z-06-408","AB698024","2006","Canis lupus familiaris","Region 4B","Oriental Mindoro",NA,NA,"Region 4B, Oriental Mindoro","rabv-glue",2006-01-01,2006
"RV/CAR.PHL/2009/TRa-285","AB733961","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2010/TRa-289","AB733962","2010","Canis lupus familiaris","CAR","Ifgao",NA,NA,"CAR, Ifgao","rabv-glue",2010-01-01,2010
"RV/NCR.PHL/2004/Z-04-646","AB733963","2004","Canis lupus familiaris","NCR","Metro Manila",NA,NA,"NCR, Metro Manila","rabv-glue",2004-01-01,2004
"RV/R1.PHL/2009/TRa-256","AB733964","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-257","AB733965","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-258","AB733966","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-259","AB733967","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-260","AB733968","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-263","AB733969","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-265","AB733970","2009","Canis lupus familiaris","Region1","Ilocos Sur",NA,NA,"Region1, Ilocos Sur","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2010/TRa-286","AB733971","2010","Canis lupus familiaris","Region1","Ilocos Sur",NA,NA,"Region1, Ilocos Sur","rabv-glue",2010-01-01,2010
"RV/R1.PHL/2010/TRa-299","AB733972","2010","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2010-01-01,2010
"RV/R1.PHL/2010/TRa-300","AB733973","2010","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2010-01-01,2010
"RV/R2.PHL/2009/TRa-279","AB733974","2009","Canis lupus familiaris","Region2","Isabela City",NA,NA,"Region2, Isabela City","rabv-glue",2009-01-01,2009
"RV/R2.PHL/2009/TRa-283","AB733975","2009","Canis lupus familiaris","Region2","Isabela City",NA,NA,"Region2, Isabela City","rabv-glue",2009-01-01,2009
"RV/R2.PHL/2009/TRa-284","AB733976","2009","Canis lupus familiaris","Region2","Isabela City",NA,NA,"Region2, Isabela City","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-268","AB733977","2009","Canis lupus familiaris","Region5","Sorsogon",NA,NA,"Region5, Sorsogon","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-272","AB733978","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-273","AB733979","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R4B.PHL/2006/Z-06-203","AB738088","2006","Canis lupus familiaris","R4B","Oriental Mindoro",NA,NA,"R4B, Oriental Mindoro","rabv-glue",2006-01-01,2006
"RV/R4A.PHL/2006/Z-06-222","AB738089","2006","Canis lupus familiaris","R4A","Cavite",NA,NA,"R4A, Cavite","rabv-glue",2006-01-01,2006
"RV/CAR.PHL/2010/TRa-291","AB771910","2010","Canis lupus familiaris","CAR","Kalinga Apayao",NA,NA,"CAR, Kalinga Apayao","rabv-glue",2010-01-01,2010
"RV/R1.PHL/2009/TRa-262","AB771911","2009","Canis lupus familiaris","Regoin 1","Pangasinan",NA,NA,"Regoin 1,Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-266","AB771912","2009","Canis lupus familiaris","Regoin 1","Pangasinan",NA,NA,"Regoin 1,Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-267","AB771913","2009","Canis lupus familiaris","Regoin 1","Pangasinan",NA,NA,"Regoin 1,Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2010/TRa-287","AB771914","2010","Canis lupus familiaris","Regoin 1","Ilocos Sur",NA,NA,"Regoin 1, Ilocos Sur","rabv-glue",2010-01-01,2010
"RV/R1.PHL/2010/TRa-298","AB771915","2010","Canis lupus familiaris","Regoin 1","Pangasinan",NA,NA,"Regoin 1,Pangasinan","rabv-glue",2010-01-01,2010
"RV/R5.PHL/2009/TRa-269","AB771916","2009","Canis lupus familiaris","Regoin 5","Catanduanes",NA,NA,"Regoin 5, Catanduanes","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-271","AB771917","2009","Canis lupus familiaris","Regoin 5","Camarines Norte",NA,NA,"Regoin 5, Camarines Norte","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-194","AB771918","2009","Canis lupus familiaris","Regoin 10","Misamis Orientale",NA,NA,"Regoin 10, Misamis Orientale","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-195","AB771919","2009","Canis lupus familiaris","Regoin 10","Misamis Orientale",NA,NA,"Regoin 10, Misamis Orientale","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-247","AB771920","2009","Canis lupus familiaris","Regoin 10","Misamis Orientale",NA,NA,"Regoin 10, Misamis Orientale","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-156","AB838709","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-179","AB838710","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"V1371PHIL","DQ275546","2004","Felis catus","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"V1374PHIL","DQ275547","2004","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"V1375PHIL","DQ275548","2004","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"V1373PHIL","DQ275549","2004","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"V1372PHIL","DQ275550","2004","Felis catus","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"04030PHI","EU086155","2004","Homo sapiens","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"94270PHI","EU086200","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94273PHI","EU086201","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94280PHI","EU086202","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"03006PHI","EU086203","2000","Homo sapiens","-",NA,NA,NA,"-","rabv-glue",2000-01-01,2000
"03007PHI","EU086204","2001","Homo sapiens","-",NA,NA,NA,"-","rabv-glue",2001-01-01,2001
"04030PHI","EU086205","2004","Homo sapiens","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"A12_1952","KC792091","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1959","KC792092","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1964","KC792093","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1969","KC792094","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1973","KC792095","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1977","KC792096","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"A12_1978","KC792097","2009","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2009-01-01,2009
"Philippin_dog","KC792240","2013","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2013-01-01,2013
"03006PHI","KU055513","2000","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2000-01-01,2000
"03007PHI","KU055514","2001","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2001-01-01,2001
"94270PHI","KU055569","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94273PHI","KU055570","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94280PHI","KU055571","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94272PHI","KX148259","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"04030PHI","KX148260","2004","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",2004-01-01,2004
"94281PHI","KX148261","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94278PHI","KX148262","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"94275PHI","KX148263","1994","Canis familiaris","-",NA,NA,NA,"-","rabv-glue",1994-01-01,1994
"RV/R3.PHL/2012/TRa-302","LC018482","2012","Canis lupus familiaris","III","Tarlac",NA,NA,"III, Tarlac","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-303","LC018483","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-305","LC018484","2012","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-306","LC018485","2012","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-307","LC018486","2012","Canis lupus familiaris","III","Tarlac",NA,NA,"III, Tarlac","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-308","LC018487","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-309","LC018488","2012","Canis lupus familiaris","III","Tarlac",NA,NA,"III, Tarlac","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-310","LC018489","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-311","LC018490","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-312","LC018491","2012","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-313","LC018492","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-314","LC018493","2012","Canis lupus familiaris","III","Tarlac",NA,NA,"III, Tarlac","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-315","LC018494","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-317","LC018495","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2012/TRa-318","LC018496","2012","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-320","LC018497","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-323","LC018498","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-324","LC018499","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-325","LC018500","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-327","LC018501","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-337","LC018502","2012","Canis lupus familiaris","V","Camarines Sur",NA,NA,"V, Camarines Sur","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-338","LC018503","2012","Canis lupus familiaris","V","Catanduanes",NA,NA,"V, Catanduanes","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-339","LC018504","2012","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-340","LC018505","2012","Canis lupus familiaris","V","Camarines Norte",NA,NA,"V, Camarines Norte","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-343","LC018506","2012","Canis lupus familiaris","V","Camarines Norte",NA,NA,"V, Camarines Norte","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-344","LC018507","2012","Canis lupus familiaris","V","Camarines Sur",NA,NA,"V, Camarines Sur","rabv-glue",2012-01-01,2012
"RV/R3.PHL/2013/TRa-346","LC018508","2013","Canis lupus familiaris","III","Pampanga",NA,NA,"III, Pampanga","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-347","LC018509","2013","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-348","LC018510","2013","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-349","LC018511","2013","Canis lupus familiaris","III","Nueva Ecija",NA,NA,"III, Nueva Ecija","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-350","LC018512","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-351","LC018513","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-352","LC018514","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-353","LC018515","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R3.PHL/2013/TRa-354","LC018516","2013","Canis lupus familiaris","III","Bulacan",NA,NA,"III, Bulacan","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2012/TRa-355","LC018517","2012","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-356","LC018518","2012","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-357","LC018519","2012","Canis lupus familiaris","V","Sorsogon",NA,NA,"V, Sorsogon","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-358","LC018520","2012","Canis lupus familiaris","V","Camarines Norte",NA,NA,"V, Camarines Norte","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-360","LC018521","2012","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2012/TRa-362","LC018522","2012","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2012-01-01,2012
"RV/R5.PHL/2013/TRa-364","LC018523","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-365","LC018524","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-370","LC018525","2013","Canis lupus familiaris","CAR","Kalinga Apayao",NA,NA,"CAR, Kalinga Apayao","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2012/TRa-375","LC018526","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-376","LC018527","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-377","LC018528","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-378","LC018529","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-379","LC018530","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-381","LC018531","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-382","LC018532","2012","Canis lupus familiaris","I","La Union",NA,NA,"I, La Union","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-383","LC018533","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R1.PHL/2012/TRa-384","LC018534","2012","Canis lupus familiaris","I","Pangasinan",NA,NA,"I, Pangasinan","rabv-glue",2012-01-01,2012
"RV/R4B.PHL/2011/TRa-392","LC018535","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4A.PHL/2011/TRa-393","LC018536","2011","Canis lupus familiaris","IV-A","Laguna",NA,NA,"IV-A, Laguna","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2011/TRa-394","LC018537","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2011/TRa-396","LC018538","2011","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2011-01-01,2011
"RV/R4B.PHL/2012/TRa-397","LC018539","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R4A.PHL/2012/TRa-398","LC018540","2012","Canis lupus familiaris","IV-A","Quezon",NA,NA,"IV-A, Quezon","rabv-glue",2012-01-01,2012
"RV/R4B.PHL/2012/TRa-400","LC018541","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R4A.PHL/2012/TRa-401","LC018542","2012","Canis lupus familiaris","IV-A","Batangas",NA,NA,"IV-A, Batangas","rabv-glue",2012-01-01,2012
"RV/R4B.PHL/2012/TRa-402","LC018543","2012","Canis lupus familiaris","IV-B","Romblon",NA,NA,"IV-B, Romblon","rabv-glue",2012-01-01,2012
"RV/R4A.PHL/2012/TRa-404","LC018544","2012","Canis lupus familiaris","IV-A","Batangas",NA,NA,"IV-A, Batangas","rabv-glue",2012-01-01,2012
"RV/CAR.PHL/2013/TRa-405","LC018545","2013","Canis lupus familiaris","CAR","Ifugao",NA,NA,"CAR, Ifugao","rabv-glue",2013-01-01,2013
"RV/R1.PHL/2013/TRa-406","LC018546","2013","Canis lupus familiaris","I","Ilocos Sur",NA,NA,"I, Ilocos Sur","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-407","LC018547","2013","Canis lupus familiaris","CAR","Ifugao",NA,NA,"CAR, Ifugao","rabv-glue",2013-01-01,2013
"RV/CAR.PHL/2013/TRa-409","LC018548","2013","Canis lupus familiaris","CAR","Benguet",NA,NA,"CAR, Benguet","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-421","LC018549","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-422","LC018550","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-425","LC018551","2013","Canis lupus familiaris","V","Camarines Sur",NA,NA,"V, Camarines Sur","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-426","LC018552","2013","Canis lupus familiaris","V","Camarines Sur",NA,NA,"V, Camarines Sur","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-427","LC018553","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/R5.PHL/2013/TRa-429","LC018554","2013","Canis lupus familiaris","V","Albay",NA,NA,"V, Albay","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-435","LC018555","2013","Canis lupus familiaris","II","Cagayan",NA,NA,"II, Cagayan","rabv-glue",2013-01-01,2013
"RV/R2.PHL/2013/TRa-437","LC018556","2013","Canis lupus familiaris","II","Nueva Vizcaya",NA,NA,"II, Nueva Vizcaya","rabv-glue",2013-01-01,2013
