id_case,id_progen,links,t_diff_median_days,dist_diff_meters,prob,scenario
6,4,556,38,2407.33112453757,0.556,16
15,5,745,18,640.811767955957,0.745,16
10,2,940,29,2305.38017497768,0.94,16
13,3,370,40,911.032442979373,0.37,16
16,10,764,21,1156.33745515547,0.764,16
20,23,722,10,1007.08953790876,0.722,16
22,16,429,28,939.23885259339,0.429,16
23,13,573,13,2425.99248945107,0.573,16
28,20,435,20,2605.85812592187,0.435,16
33,20,381,25,926.06228765636,0.381,16
31,17,330,23,4820.32980767315,0.33,16
37,21,942,30,2179.66948695344,0.942,16
39,35,411,9,2188.35787986757,0.411,16
38,34,319,14,4017.85455641544,0.319,16
42,38,149,22,19526.4943375208,0.149,16
43,42,960,8,5360.67765241699,0.96,16
44,40,395,24,5247.23754822021,0.395,16
48,41,562,57,1806.76311599329,0.562,16
59,53,568,9,5635.44798186594,0.568,16
56,53,635,12,14038.618544671,0.635,16
58,56,638,30,7864.25609480186,0.638,16
62,56,502,48,33672.8069983685,0.502,16
61,62,1000,8,1642.8946241688,1,16
63,56,447,67,12283.2219967679,0.447,16
65,63,939,18,6941.18548676894,0.939,16
46,14,490,7,651.48293762074,0.49,16
1,4,692,26,14532.6497708298,0.692,16
40,37,410,25,2044.57250782923,0.41,16
41,37,273,24,8030.42969716739,0.273,16
53,48,794,30,2097.63503215166,0.794,16
34,14,554,65,1236.87067596057,0.554,16
5,1,482,11,11464.6852348154,0.482,16
17,15,311,33,534.999885660997,0.311,16
18,16,629,17,2595.34398811777,0.629,16
14,,844,,,0.844,16
29,,897,,,0.897,16
2,,974,,,0.974,16
45,,990,,,0.99,16
21,14,604,36,31182.280826692,0.604,16
7,5,770,17,661.144503217707,0.77,16
75,3,376,24,4670.39037403462,0.376,16
35,34,504,2,1195.47110980639,0.504,16
30,17,373,40,1180.74197456693,0.373,16
9,,1000,,,1,17
4,9,1000,17,0,1,17
2,,1000,,,1,17
3,1,1000,6,0,1,17
5,,1000,,,1,17
6,4,665,38,2535.71856193369,0.665,17
7,5,914,17,0,0.914,17
15,5,781,18,0,0.781,17
10,2,1000,29,2411.97395529211,1,17
14,15,421,14,1159.93288674326,0.421,17
13,3,491,40,0,0.491,17
16,10,985,21,0,0.985,17
17,15,259,33,0,0.259,17
20,23,885,10,0,0.885,17
18,16,712,17,2817.93651238023,0.712,17
21,18,947,10,0,0.947,17
22,16,630,28,0,0.63,17
23,13,487,13,1893.50318128421,0.487,17
28,45,453,45,0,0.453,17
33,20,563,25,0,0.563,17
30,17,370,40,1241.94210276506,0.37,17
31,17,228,23,5012.23495375645,0.228,17
34,30,365,6,1241.94210276506,0.365,17
35,30,889,7,0,0.889,17
37,21,470,30,2193.55162714132,0.47,17
39,35,420,9,1984.31854577717,0.42,17
38,34,361,14,4545.81426775876,0.361,17
42,,1000,,,1,17
43,42,1000,8,4677.23007578044,1,17
44,41,387,23,4299.34607887807,0.387,17
48,41,481,58,2445.1682977298,0.481,17
59,53,622,9,4817.32916290832,0.622,17
56,,755,,,0.755,17
58,,1000,,,1,17
62,,1000,,,1,17
61,62,1000,8,0,1,17
63,,1000,,,1,17
65,63,964,18,6281.18404371179,0.964,17
45,75,983,14,0,0.983,17
46,14,799,7,0,0.799,17
1,,1000,,,1,17
29,,1000,,,1,17
40,21,421,55,0,0.421,17
41,22,294,52,4817.32916290832,0.294,17
53,41,495,89,0,0.495,17
75,3,436,24,4820.3580457572,0.436,17
9,,1000,,,1,18
4,9,1000,17,1654.61464052479,1,18
2,,1000,,,1,18
3,1,1000,6,1102.51701044419,1,18
5,,997,,,0.997,18
6,4,642,38,2700.87782925567,0.642,18
7,5,909,17,656.777872487925,0.909,18
15,5,757,18,634.148476090057,0.757,18
10,2,1000,29,2328.46819544461,1,18
14,7,422,15,1277.89936441284,0.422,18
13,3,419,40,945.061576807654,0.419,18
16,10,871,21,1138.90720218072,0.871,18
17,46,321,12,1198.14222198977,0.321,18
20,23,667,10,1013.44211279806,0.667,18
18,16,713,17,2640.70953617188,0.713,18
21,18,788,10,946.358591449028,0.788,18
22,16,382,28,910.472503999524,0.382,18
23,13,410,13,2193.38179619155,0.41,18
28,20,360,20,2503.29868548191,0.36,18
33,20,361,25,911.578319253466,0.361,18
30,17,379,40,1118.73869362635,0.379,18
31,17,276,23,4750.94766314499,0.276,18
34,30,530,6,1143.39707126615,0.53,18
35,30,695,7,660.376587538985,0.695,18
37,21,425,30,2133.47904935764,0.425,18
39,35,405,9,2265.5730639995,0.405,18
38,34,331,14,4012.6898560162,0.331,18
42,,1000,,,1,18
43,42,1000,8,5444.42361706773,1,18
44,40,444,24,5323.90865936912,0.444,18
48,41,580,57,1909.61019227671,0.58,18
59,53,558,9,5713.45822884774,0.558,18
56,,781,,,0.781,18
58,56,515,30,7373.73257825205,0.515,18
62,,1000,,,1,18
61,62,1000,8,1569.0282917509,1,18
63,,996,,,0.996,18
65,63,901,18,6944.51398728795,0.901,18
45,75,853,14,1687.23706958391,0.853,18
46,14,574,7,691.823170592232,0.574,18
1,,1000,,,1,18
29,,1000,,,1,18
40,37,377,25,2002.0568206575,0.377,18
41,22,287,53,5714.09284998404,0.287,18
53,48,790,30,2080.82480574437,0.79,18
75,3,490,24,4658.05511228007,0.49,18
9,,1000,,,1,19
4,9,1000,17,0,1,19
2,,1000,,,1,19
3,1,1000,6,0,1,19
5,,1000,,,1,19
6,4,667,38,2535.71856193369,0.667,19
15,5,747,18,0,0.747,19
10,2,1000,29,2411.97395529211,1,19
13,3,553,40,0,0.553,19
16,10,977,21,0,0.977,19
17,15,398,33,0,0.398,19
20,23,907,10,0,0.907,19
22,16,624,28,0,0.624,19
23,13,697,13,1893.50318128421,0.697,19
28,75,519,59,0,0.519,19
33,20,560,25,0,0.56,19
39,35,421,9,1984.31854577717,0.421,19
38,34,362,14,4545.81426775876,0.362,19
42,,1000,,,1,19
43,42,1000,8,4677.23007578044,1,19
44,41,392,23,4299.34607887807,0.392,19
48,41,489,58,2445.1682977298,0.489,19
59,53,623,9,4817.32916290832,0.623,19
56,,777,,,0.777,19
58,,1000,,,1,19
62,,1000,,,1,19
61,62,1000,8,0,1,19
63,,1000,,,1,19
65,63,946,18,6281.18404371179,0.946,19
46,14,743,7,0,0.743,19
1,,1000,,,1,19
29,,1000,,,1,19
40,21,424,55,0,0.424,19
41,22,297,52,4817.32916290832,0.297,19
53,41,491,88,0,0.491,19
75,3,460,24,4820.3580457572,0.46,19
34,14,436,65,1159.93288674326,0.436,19
18,16,750,17,2817.93651238023,0.75,19
31,17,332,23,5012.23495375645,0.332,19
37,21,1000,30,2193.55162714132,1,19
45,,1000,,,1,19
21,,1000,,,1,19
7,5,836,17,0,0.836,19
30,17,440,40,1241.94210276506,0.44,19
14,,895,,,0.895,19
35,34,498,2,1241.94210276506,0.498,19
9,,1000,,,1,20
4,9,1000,17,1608.12889525721,1,20
2,,1000,,,1,20
3,1,1000,6,1110.35898206151,1,20
5,,998,,,0.998,20
6,4,656,38,2612.95303263219,0.656,20
7,5,853,17,651.483797642117,0.853,20
10,2,1000,29,2294.11356167089,1,20
13,3,409,40,843.557803849556,0.409,20
16,10,901,21,1098.74019242529,0.901,20
20,23,709,10,1016.36383741573,0.709,20
18,16,756,17,2551.86190214508,0.756,20
22,16,467,28,840.957655762993,0.467,20
23,13,589,13,2503.4122097145,0.589,20
28,20,421,20,2510.33619735927,0.421,20
33,20,370,25,910.959680413444,0.37,20
37,21,999,30,2279.4588336476,0.999,20
39,35,410,9,2304.67226584681,0.41,20
38,34,343,14,3985.46413637078,0.343,20
42,,1000,,,1,20
43,42,1000,8,5413.31797864314,1,20
44,40,434,23,5289.14245568107,0.434,20
48,41,582,58,1909.56828046721,0.582,20
59,53,584,9,5635.46971934279,0.584,20
56,,791,,,0.791,20
58,56,513,30,7337.12116421643,0.513,20
62,,1000,,,1,20
61,62,1000,8,1670.97901264988,1,20
63,,997,,,0.997,20
65,63,910,18,6880.36271662054,0.91,20
46,14,483,7,634.17358119725,0.483,20
1,,1000,,,1,20
29,,1000,,,1,20
40,37,431,25,2044.55541734186,0.431,20
41,22,280,53,5814.42575492111,0.28,20
53,48,765,30,2082.10643407544,0.765,20
75,3,482,24,4665.42808317865,0.482,20
31,17,403,23,4735.8979483945,0.403,20
15,5,739,18,646.170478495231,0.739,20
21,,999,,,0.999,20
45,,1000,,,1,20
35,34,519,2,1168.0335459293,0.519,20
14,,915,,,0.915,20
17,15,319,33,534.997415543116,0.319,20
30,17,431,40,1195.13996997525,0.431,20
34,14,585,65,1302.96742984408,0.585,20
9,,1000,,,1,21
4,9,1000,17,0,1,21
2,1,735,3,20530.1205158694,0.735,21
3,1,1000,6,0,1,21
5,1,464,11,10528.1831983032,0.464,21
6,4,596,38,2535.71856193369,0.596,21
7,5,907,17,0,0.907,21
15,5,759,18,0,0.759,21
10,2,992,29,2411.97395529211,0.992,21
14,7,435,15,1159.93288674326,0.435,21
13,3,510,40,0,0.51,21
16,10,979,21,0,0.979,21
17,7,293,34,0,0.293,21
20,23,882,10,0,0.882,21
18,16,736,17,2817.93651238023,0.736,21
21,18,960,10,0,0.96,21
22,16,614,28,0,0.614,21
23,13,501,13,1893.50318128421,0.501,21
28,45,452,45,0,0.452,21
33,20,521,25,0,0.521,21
30,17,353,40,1241.94210276506,0.353,21
31,17,250,23,5012.23495375645,0.25,21
34,30,401,6,1241.94210276506,0.401,21
35,30,883,7,0,0.883,21
37,21,476,30,2193.55162714132,0.476,21
39,35,448,9,1984.31854577717,0.448,21
38,34,363,14,4545.81426775876,0.363,21
42,38,200,22,18963.2064930177,0.2,21
43,42,970,8,4677.23007578044,0.97,21
44,41,437,23,4299.34607887807,0.437,21
48,41,553,58,2445.1682977298,0.553,21
59,53,645,9,4817.32916290832,0.645,21
56,53,729,12,12723.7144807407,0.729,21
58,56,553,30,8521.82323949562,0.553,21
62,56,520,48,34039.2510563691,0.52,21
61,62,1000,8,0,1,21
63,56,556,67,10913.3403803167,0.556,21
65,63,970,18,6281.18404371179,0.97,21
45,75,970,14,0,0.97,21
46,14,766,7,0,0.766,21
1,4,704,26,14521.9696089041,0.704,21
29,22,210,7,11541.1369044193,0.21,21
40,21,442,55,0,0.442,21
41,37,265,23,8204.73935283055,0.265,21
53,48,790,31,2445.1682977298,0.79,21
75,3,340,24,4820.3580457572,0.34,21
9,,1000,,,1,22
4,9,1000,17,1588.65004622113,1,22
2,1,746,3,20725.4546764419,0.746,22
3,1,996,6,1163.78810424753,0.996,22
5,1,447,11,11525.7259060659,0.447,22
6,4,560,38,2624.12575841114,0.56,22
7,5,902,17,640.807019072166,0.902,22
15,5,717,18,660.387389502109,0.717,22
10,2,995,29,2219.38515821631,0.995,22
14,15,427,14,1300.99890363728,0.427,22
13,3,360,40,838.596081481386,0.36,22
16,10,900,21,1061.71361818313,0.9,22
17,46,313,12,1201.5599266538,0.313,22
20,23,606,10,936.533156909496,0.606,22
18,16,747,17,2582.1514755179,0.747,22
21,18,802,10,977.263595375027,0.802,22
22,16,379,28,909.799435000921,0.379,22
23,13,391,13,2298.61388000458,0.391,22
28,20,315,20,2401.96508442602,0.315,22
33,20,379,25,849.017281752649,0.379,22
30,17,357,40,1147.89936011837,0.357,22
31,17,237,23,4684.73166149235,0.237,22
34,30,553,6,1120.71834451312,0.553,22
35,30,686,7,661.134915231501,0.686,22
37,21,432,30,2038.6785734307,0.432,22
39,35,383,9,2305.23236201547,0.383,22
38,34,355,14,3870.73549460341,0.355,22
42,38,171,22,19309.0681907083,0.171,22
43,42,968,8,5437.3121883527,0.968,22
44,40,468,23,5296.41554680024,0.468,22
48,41,607,58,1906.54282453941,0.607,22
59,53,621,9,5673.12528560237,0.621,22
56,53,698,12,14015.3388333608,0.698,22
58,56,684,30,7752.19350425385,0.684,22
62,56,482,48,33611.2737437183,0.482,22
61,62,1000,8,1695.79873112172,1,22
63,56,468,67,12251.3067418737,0.468,22
65,63,972,18,6972.29336683322,0.972,22
45,75,808,14,1559.65791510922,0.808,22
46,14,562,7,646.18292165619,0.562,22
1,4,701,26,14589.9776287655,0.701,22
29,22,227,7,11695.6085476101,0.227,22
40,37,395,24,2025.02334530515,0.395,22
41,37,272,24,7980.35925636405,0.272,22
53,48,893,30,2060.68882812753,0.893,22
75,3,391,24,4578.87915490294,0.391,22
9,,1000,,,1,23
4,9,1000,17,0,1,23
6,4,569,38,2535.71856193369,0.569,23
7,5,778,17,0,0.778,23
10,2,955,29,2411.97395529211,0.955,23
13,3,539,40,0,0.539,23
16,10,880,21,0,0.88,23
20,23,920,10,0,0.92,23
28,75,480,59,0,0.48,23
33,20,569,25,0,0.569,23
31,17,311,23,5012.23495375645,0.311,23
37,21,955,30,2193.55162714132,0.955,23
39,35,441,9,1984.31854577717,0.441,23
38,34,353,14,4545.81426775876,0.353,23
42,38,201,22,18963.2064930177,0.201,23
43,42,970,8,4677.23007578044,0.97,23
44,41,467,23,4299.34607887807,0.467,23
48,41,522,57,2445.1682977298,0.522,23
59,53,660,9,4817.32916290832,0.66,23
56,53,722,12,12723.7144807407,0.722,23
58,56,541,30,8521.82323949562,0.541,23
62,56,495,48,34039.2510563691,0.495,23
61,62,1000,8,0,1,23
63,56,584,67,10913.3403803167,0.584,23
65,63,954,18,6281.18404371179,0.954,23
46,14,706,7,0,0.706,23
1,4,714,26,14521.9696089041,0.714,23
40,21,437,55,0,0.437,23
41,37,245,23,8204.73935283055,0.245,23
53,48,789,31,2445.1682977298,0.789,23
34,14,437,65,1159.93288674326,0.437,23
22,16,647,28,0,0.647,23
15,5,781,18,0,0.781,23
3,1,987,6,0,0.987,23
35,34,514,2,1241.94210276506,0.514,23
14,,853,,,0.853,23
29,,907,,,0.907,23
23,13,699,13,1893.50318128421,0.699,23
30,17,444,40,1241.94210276506,0.444,23
18,16,659,17,2817.93651238023,0.659,23
21,14,512,36,31360.4866306737,0.512,23
17,15,400,33,0,0.4,23
75,3,358,24,4820.3580457572,0.358,23
5,1,462,11,10528.1831983032,0.462,23
2,,971,,,0.971,23
45,,996,,,0.996,23
9,,1000,,,1,24
4,9,1000,17,1558.62511193174,1,24
6,4,579,38,2555.58967970439,0.579,24
15,5,753,18,651.483635238041,0.753,24
10,2,954,29,2268.18143867913,0.954,24
13,3,392,40,899.664442461446,0.392,24
16,10,776,21,1119.53543718549,0.776,24
17,15,323,33,543.552442667498,0.323,24
20,23,702,10,990.29529901539,0.702,24
23,13,566,13,2425.72832815131,0.566,24
33,20,367,25,960.854477606259,0.367,24
31,17,374,23,4805.36019260068,0.374,24
39,35,396,9,2155.6323180521,0.396,24
38,34,325,14,3982.86041486969,0.325,24
42,38,178,22,19340.4817852624,0.178,24
43,42,962,8,5370.45196955994,0.962,24
44,40,443,23,5244.47076230557,0.443,24
48,41,590,58,1992.08728851197,0.59,24
59,53,616,9,5710.02024442556,0.616,24
56,53,699,11,13951.2689348799,0.699,24
58,56,667,30,7861.10770794273,0.667,24
62,56,472,48,33584.9969431216,0.472,24
61,62,1000,8,1630.9254614422,1,24
63,56,469,67,12229.5315011617,0.469,24
65,63,957,18,6982.72633055239,0.957,24
46,14,515,7,660.417168835422,0.515,24
1,4,681,26,14562.9617074062,0.681,24
40,37,426,25,2089.78280726109,0.426,24
41,37,314,23,7966.36812032536,0.314,24
53,48,907,30,2124.29438799742,0.907,24
5,1,469,11,11448.5714580914,0.469,24
35,34,479,2,1228.57744636471,0.479,24
37,21,952,30,2297.22365915101,0.952,24
2,,975,,,0.975,24
30,17,432,40,1107.82905028247,0.432,24
14,,838,,,0.838,24
3,1,977,6,1172.40492069162,0.977,24
28,20,420,20,2612.57272992621,0.42,24
45,,981,,,0.981,24
18,16,618,17,2627.96807170157,0.618,24
75,3,350,24,4687.47095241888,0.35,24
29,,886,,,0.886,24
21,14,588,36,31224.8425442874,0.588,24
34,14,498,65,1292.91790493348,0.498,24
22,16,400,28,952.847400805974,0.4,24
7,5,750,17,646.168164000585,0.75,24
9,,1000,,,1,25
4,9,1000,17,0,1,25
2,,1000,,,1,25
3,1,1000,6,0,1,25
5,,1000,,,1,25
6,4,694,38,2535.71856193369,0.694,25
7,5,916,17,0,0.916,25
15,5,755,18,0,0.755,25
10,2,1000,29,2411.97395529211,1,25
14,15,421,14,1159.93288674326,0.421,25
13,3,536,40,0,0.536,25
16,10,977,21,0,0.977,25
17,15,276,33,0,0.276,25
20,23,895,10,0,0.895,25
18,16,745,17,2817.93651238023,0.745,25
21,18,955,10,0,0.955,25
22,16,627,28,0,0.627,25
23,13,536,13,1893.50318128421,0.536,25
28,45,478,45,0,0.478,25
33,20,564,25,0,0.564,25
30,17,422,40,1241.94210276506,0.422,25
31,17,321,23,5012.23495375645,0.321,25
34,30,396,6,1241.94210276506,0.396,25
35,30,893,7,0,0.893,25
37,21,496,30,2193.55162714132,0.496,25
39,35,449,9,1984.31854577717,0.449,25
38,34,452,14,4545.81426775876,0.452,25
42,,1000,,,1,25
43,42,1000,8,4677.23007578044,1,25
44,41,483,24,4299.34607887807,0.483,25
48,41,588,57,2445.1682977298,0.588,25
59,53,657,9,4817.32916290832,0.657,25
56,,1000,,,1,25
58,,1000,,,1,25
62,,1000,,,1,25
61,62,1000,8,0,1,25
63,,1000,,,1,25
65,,1000,,,1,25
45,75,985,14,0,0.985,25
46,14,780,7,0,0.78,25
1,,1000,,,1,25
29,,1000,,,1,25
40,21,414,55,0,0.414,25
41,22,838,55,4817.32916290832,0.838,25
53,48,797,31,2445.1682977298,0.797,25
75,3,563,24,4820.3580457572,0.563,25
9,,1000,,,1,26
4,9,1000,17,1695.13897370214,1,26
2,,1000,,,1,26
3,1,1000,6,1102.52881277695,1,26
5,,1000,,,1,26
6,4,663,38,2637.21641601615,0.663,26
7,5,914,17,651.483151149858,0.914,26
15,5,754,18,640.807464357958,0.754,26
10,2,1000,29,2304.49695408377,1,26
14,7,427,15,1232.33590143345,0.427,26
13,3,413,40,849.012527464815,0.413,26
16,10,891,21,1105.95478272094,0.891,26
17,46,304,12,1163.83127969103,0.304,26
20,23,639,10,1000.77356796493,0.639,26
18,16,679,17,2594.80731426195,0.679,26
21,18,799,10,935.882669590071,0.799,26
22,16,388,28,926.063155135319,0.388,26
23,13,420,13,2389.71940725893,0.42,26
28,20,371,20,2530.84551013829,0.371,26
33,20,402,25,925.272620959437,0.402,26
30,17,398,40,1163.82761762047,0.398,26
31,17,269,23,4714.75014100019,0.269,26
34,30,585,6,1150.33055436572,0.585,26
35,30,664,7,712.597916692847,0.664,26
37,21,485,30,2123.27664556393,0.485,26
39,35,399,9,2237.441994725,0.399,26
38,34,413,14,4012.64408715459,0.413,26
42,,1000,,,1,26
43,42,819,8,5286.27050052452,0.819,26
44,40,467,24,5139.0077365692,0.467,26
48,41,763,58,1954.8735752176,0.763,26
59,53,390,9,5155.1383594077,0.39,26
56,,1000,,,1,26
58,,994,,,0.994,26
62,,1000,,,1,26
61,62,1000,8,1669.88507350532,1,26
63,,1000,,,1,26
65,,774,,,0.774,26
45,75,898,14,1712.67834753623,0.898,26
46,14,544,7,670.115239202998,0.544,26
1,,1000,,,1,26
29,,1000,,,1,26
40,37,422,24,2008.02409369609,0.422,26
41,22,510,55,5300.16054937832,0.51,26
53,48,913,30,2045.68078333183,0.913,26
75,3,511,24,4770.46196810796,0.511,26
9,,1000,,,1,27
4,9,1000,17,0,1,27
2,,1000,,,1,27
3,1,1000,6,0,1,27
5,,1000,,,1,27
6,4,700,38,2535.71856193369,0.7,27
7,5,848,17,0,0.848,27
15,5,762,18,0,0.762,27
10,2,1000,29,2411.97395529211,1,27
13,3,498,40,0,0.498,27
16,10,974,21,0,0.974,27
17,15,411,33,0,0.411,27
20,23,919,10,0,0.919,27
22,16,638,28,0,0.638,27
23,13,693,13,1893.50318128421,0.693,27
33,20,559,25,0,0.559,27
39,35,439,9,1984.31854577717,0.439,27
38,34,403,14,4545.81426775876,0.403,27
42,,1000,,,1,27
43,42,1000,8,4677.23007578044,1,27
44,41,472,23,4299.34607887807,0.472,27
48,41,575,58,2445.1682977298,0.575,27
59,53,657,9,4817.32916290832,0.657,27
56,,1000,,,1,27
58,,1000,,,1,27
62,,1000,,,1,27
61,62,1000,8,0,1,27
63,,1000,,,1,27
65,,1000,,,1,27
46,14,723,7,0,0.723,27
1,,1000,,,1,27
29,,1000,,,1,27
40,21,437,55,0,0.437,27
41,22,823,55,4817.32916290832,0.823,27
53,48,784,31,2445.1682977298,0.784,27
75,3,585,24,4820.3580457572,0.585,27
30,17,494,40,1241.94210276506,0.494,27
34,14,453,65,1159.93288674326,0.453,27
37,21,1000,30,2193.55162714132,1,27
18,16,750,17,2817.93651238023,0.75,27
31,17,513,23,5012.23495375645,0.513,27
35,34,517,2,1241.94210276506,0.517,27
28,75,480,59,0,0.48,27
45,,1000,,,1,27
21,,1000,,,1,27
14,,908,,,0.908,27
9,,1000,,,1,28
4,9,1000,17,1704.400491358,1,28
2,,1000,,,1,28
3,1,1000,6,1121.14990392779,1,28
5,,1000,,,1,28
6,4,635,38,2770.7957672317,0.635,28
7,5,859,17,660.393823652704,0.859,28
15,5,754,18,640.807621701291,0.754,28
10,2,999,29,2311.17358592333,0.999,28
13,3,424,40,925.236431388428,0.424,28
16,10,906,21,1026.75378202809,0.906,28
20,23,731,10,1049.58164185359,0.731,28
18,16,722,17,2476.65239480868,0.722,28
22,16,409,28,944.900091785097,0.409,28
28,20,432,20,2591.80656014145,0.432,28
33,20,390,25,954.011554637907,0.39,28
30,17,480,40,1129.79896894142,0.48,28
31,17,445,23,4781.35773940962,0.445,28
35,34,522,2,1230.5203168386,0.522,28
37,21,1000,30,2265.30258449254,1,28
39,35,452,9,2212.274929819,0.452,28
38,34,424,14,4021.05712894563,0.424,28
42,,1000,,,1,28
43,42,830,8,5277.55148874882,0.83,28
44,40,453,23,5161.82753562725,0.453,28
48,41,773,58,1937.82955179334,0.773,28
59,53,409,9,5158.6971748054,0.409,28
56,,1000,,,1,28
58,,988,,,0.988,28
62,,1000,,,1,28
61,62,1000,8,1689.13405855652,1,28
63,,1000,,,1,28
65,,766,,,0.766,28
46,14,499,7,651.483004985231,0.499,28
1,,1000,,,1,28
29,,1000,,,1,28
40,37,413,25,2083.75105308978,0.413,28
41,22,538,55,5293.61043980984,0.538,28
53,48,906,30,2117.18353345608,0.906,28
75,3,528,24,4664.03014770057,0.528,28
45,,1000,,,1,28
34,14,574,65,1285.97838954893,0.574,28
23,13,547,13,2438.64684753614,0.547,28
14,,915,,,0.915,28
21,,995,,,0.995,28
17,15,303,33,516.936178041237,0.303,28
9,,1000,,,1,29
4,9,1000,17,0,1,29
2,,1000,,,1,29
3,1,1000,6,0,1,29
5,1,497,11,10528.1831983032,0.497,29
6,4,679,38,2535.71856193369,0.679,29
7,5,911,17,0,0.911,29
15,5,749,18,0,0.749,29
10,2,1000,29,2411.97395529211,1,29
14,15,412,14,1159.93288674326,0.412,29
13,3,526,40,0,0.526,29
16,10,974,21,0,0.974,29
17,15,328,33,0,0.328,29
20,23,888,10,0,0.888,29
18,16,746,17,2817.93651238023,0.746,29
21,18,946,10,0,0.946,29
22,16,613,28,0,0.613,29
23,13,513,13,1893.50318128421,0.513,29
28,45,484,45,0,0.484,29
33,20,551,25,0,0.551,29
30,17,346,40,1241.94210276506,0.346,29
31,17,213,23,5012.23495375645,0.213,29
34,30,385,6,1241.94210276506,0.385,29
35,30,848,7,0,0.848,29
37,21,491,30,2193.55162714132,0.491,29
39,35,403,9,1984.31854577717,0.403,29
38,34,348,14,4545.81426775876,0.348,29
42,,1000,,,1,29
43,42,1000,8,4677.23007578044,1,29
44,41,398,24,4299.34607887807,0.398,29
48,41,486,58,2445.1682977298,0.486,29
59,53,633,9,4817.32916290832,0.633,29
56,,760,,,0.76,29
58,56,674,30,8521.82323949562,0.674,29
62,,1000,,,1,29
61,62,1000,8,0,1,29
63,56,1000,67,10913.3403803167,1,29
65,63,954,18,6281.18404371179,0.954,29
45,75,962,14,0,0.962,29
46,14,785,7,0,0.785,29
1,,1000,,,1,29
29,2,1000,82,10673.8356576988,1,29
40,21,431,55,0,0.431,29
41,37,237,23,8204.73935283055,0.237,29
53,41,506,88,0,0.506,29
75,3,365,24,4820.3580457572,0.365,29
9,,1000,,,1,30
4,9,1000,17,1541.69181928128,1,30
2,,1000,,,1,30
3,1,1000,6,1181.19285667247,1,30
5,,388,,,0.388,30
6,4,628,38,2602.31359276703,0.628,30
7,5,900,17,660.398897738984,0.9,30
15,5,754,18,640.806388522974,0.754,30
10,2,1000,29,2322.00732683151,1,30
14,15,446,14,1232.33416305463,0.446,30
13,3,381,40,904.585942630688,0.381,30
16,10,909,21,1098.74019242529,0.909,30
17,46,314,12,1206.66373350725,0.314,30
20,23,609,10,960.857866372901,0.609,30
18,16,719,17,2601.0345346375,0.719,30
21,18,806,10,991.41422899999,0.806,30
22,16,383,28,904.248852777214,0.383,30
23,13,416,13,2361.07840330047,0.416,30
28,20,323,20,2510.33452843726,0.323,30
33,20,319,25,924.502239866702,0.319,30
30,17,358,40,1119.72535201575,0.358,30
31,17,232,23,4783.36754335732,0.232,30
34,30,529,6,1121.70659137884,0.529,30
35,30,648,7,747.7960340689,0.648,30
37,21,440,30,2019.66801095234,0.44,30
39,35,405,9,2228.58401598909,0.405,30
38,34,323,14,3995.66725768092,0.323,30
42,,1000,,,1,30
43,42,1000,8,5435.9503965992,1,30
44,40,423,23,5305.20165821715,0.423,30
48,41,586,57,1980.42429065588,0.586,30
59,53,551,9,5528.03349260894,0.551,30
56,,693,,,0.693,30
58,56,797,30,7922.10166329777,0.797,30
62,,1000,,,1,30
61,62,1000,8,1630.94248420128,1,30
63,,819,,,0.819,30
65,63,958,18,6983.15939215365,0.958,30
45,75,829,14,1554.01304228038,0.829,30
46,14,572,7,651.483175937817,0.572,30
1,,1000,,,1,30
29,,306,,,0.306,30
40,37,410,25,1996.22932626286,0.41,30
41,37,286,23,7959.94366393207,0.286,30
53,48,802,30,2044.24472920736,0.802,30
75,3,379,24,4622.35141829705,0.379,30
9,,1000,,,1,31
4,9,1000,17,0,1,31
2,,1000,,,1,31
3,1,998,6,0,0.998,31
5,1,504,11,10528.1831983032,0.504,31
6,4,667,38,2535.71856193369,0.667,31
7,5,822,17,0,0.822,31
15,5,758,18,0,0.758,31
13,3,528,40,0,0.528,31
16,10,983,21,0,0.983,31
28,75,476,59,0,0.476,31
31,17,313,23,5012.23495375645,0.313,31
39,35,400,9,1984.31854577717,0.4,31
38,34,353,14,4545.81426775876,0.353,31
42,,1000,,,1,31
43,42,1000,8,4677.23007578044,1,31
44,41,406,23,4299.34607887807,0.406,31
48,41,465,57,2445.1682977298,0.465,31
59,53,610,9,4817.32916290832,0.61,31
56,,774,,,0.774,31
58,56,669,30,8521.82323949562,0.669,31
62,,1000,,,1,31
61,62,1000,8,0,1,31
63,56,1000,67,10913.3403803167,1,31
65,63,950,18,6281.18404371179,0.95,31
46,14,719,7,0,0.719,31
1,,1000,,,1,31
29,2,958,82,10673.8356576988,0.958,31
40,21,436,55,0,0.436,31
41,37,228,24,8204.73935283055,0.228,31
53,48,489,30,2445.1682977298,0.489,31
33,20,548,25,0,0.548,31
34,14,434,65,1159.93288674326,0.434,31
45,,996,,,0.996,31
22,16,628,28,0,0.628,31
23,13,684,13,1893.50318128421,0.684,31
30,17,373,40,1241.94210276506,0.373,31
37,21,984,30,2193.55162714132,0.984,31
75,3,296,24,4820.3580457572,0.296,31
17,15,392,33,0,0.392,31
14,,881,,,0.881,31
10,,965,,,0.965,31
20,23,912,10,0,0.912,31
35,34,487,2,1241.94210276506,0.487,31
21,,983,,,0.983,31
18,16,762,17,2817.93651238023,0.762,31
9,,1000,,,1,32
4,9,1000,17,1618.09641356072,1,32
