"Sample.ID","X","X.1","Region","Province","year","country","assignment","NCBI.accession","Sample.collection.date","Host.species","Municipality","Barangay","Location","source","corrected_date","decimal_date","outbreak"
"RADDL1-16-154",NA,NA,"Ilocos Region ","Pangasinan",2016,"Philippines","SEA4","MN726857","2016","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2016",2016,"Other"
"RADDL1-16-166",NA,NA,"Ilocos Region ","Pangasinan",2017,"Philippines","SEA4",NA,"09/08/2016","Canis familiaris",NA,"West","Pabling","this paper","09/08/2016",2016.685792,"Other"
"RADDL3-1038",NA,NA,"Central Luzon","Pampanga",2015,"Philippines","SEA4","MN726850","2015","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2015",2015,"Other"
"RADDL3-1045",NA,NA,"Central Luzon","Bataan",2016,"Philippines","SEA4","MN726863","23/10/2015","Canis familiaris",NA,"St. Francis","Limay","this paper","10/23/15",2015.808219,"Other"
"RADDL3-15-172",NA,NA,"Central Luzon","Nueva Ecija",2016,"Philippines","SEA4","MN726859","12/02/2015","Canis familiaris",NA,"Cvo","San Jose","this paper","12/02/2015",2015.917808,"Other"
"RADDL3-16-1008",NA,NA,"Central Luzon","Nueva Ecija",2017,"Philippines","SEA4",NA,"27/10/2016","Canis familiaris",NA,"Pamaldan","Cabanatuan City","this paper","10/27/16",2016.819672,"Other"
"RADDL3-16-468",NA,NA,"Central Luzon","Pampanga",2016,"Philippines","SEA4",NA,"01/06/2016","Canis familiaris",NA,"Sta Teresita","Angeles","this paper","01/06/2016",2016.013661,"Other"
"RADDL3-16-521",NA,NA,"Central Luzon","Bulacan",2016,"Philippines","SEA4",NA,"15/06/2016","Canis familiaris",NA,"Bulihan","Malolos","this paper","6/15/16",2016.453552,"Other"
"RADDL3-16-627",NA,NA,"Central Luzon","Bulacan",2017,"Philippines","SEA4",NA,"27/07/2016","Canis familiaris",NA,"Ligas","Malolos","this paper","7/27/16",2016.568306,"Other"
"RADDL3-845",NA,NA,"Central Luzon","Pampanga",2015,"Philippines","SEA4","MN726864","02/09/2015","Canis familiaris",NA,"San Jose","Floridablanca","this paper","02/09/2015",2015.106849,"Other"
"RADDL5-005",NA,NA,"Bicol Region","Camarines Sur",2015,"Philippines","SEA4","MN726877","30/01/2015","Canis familiaris",NA,"San Nicolas","Iriga","this paper","1/30/15",2015.079452,"Other"
"REGION_5_2018-100",NA,NA,"Bicol Region","Albay",2018,"Philippines","SEA4","MN726860","2018","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2018",2018,"Other"
"REGION_5_2018-304",NA,NA,"Bicol Region","Albay",2018,"Philippines","SEA4","MN726876","2018","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2018",2018,"Other"
"REGION_5_2018-311",NA,NA,"Bicol Region","Albay",2018,"Philippines","SEA4","MN726875","2018","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2018",2018,"Other"
"REGION_5_2018-50",NA,NA,"Bicol Region","Albay",2018,"Philippines","SEA4","MN726852","2018","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2018",2018,"Other"
"REGION_5_2019-1",NA,NA,"Bicol Region","Albay",2019,"Philippines","SEA4","MN726880","2019","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2019",2019,"Other"
"REGION_5_2019-13",NA,NA,"Bicol Region","Albay",2019,"Philippines","SEA4","MN726842","2019","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2019",2019,"Other"
"Z-04-664",NA,NA,"National Capital Region","Metropolitan Manila",2005,"Philippines","SEA4",NA,"15/12/2004","Canis familiaris",NA,"Lower Bicutan","Taguig","this paper","12/15/04",2004.953552,"Other"
"Z-05-102",NA,NA,"National Capital Region","Metropolitan Manila",2005,"Philippines","SEA4",NA,"21/02/2005","Canis familiaris",NA,NA,"Muntinlupa","this paper","2/21/05",2005.139726,"Other"
"Z-05-191",NA,NA,"National Capital Region","Metropolitan Manila",2006,"Philippines","SEA4",NA,"10/04/2005","Canis familiaris",NA,"Lower Bicutan","Taguig","this paper","10/04/2005",2005.756164,"Other"
"Z-05-557",NA,NA,"National Capital Region","Metropolitan Manila",2005,"Philippines","SEA4",NA,"03/12/2005","Canis familiaris",NA,"Rizal","Makati","this paper","03/12/2005",2005.191781,"Other"
"Z-05-96",NA,NA,"National Capital Region","Metropolitan Manila",2005,"Philippines","SEA4",NA,"17/02/2005","Canis familiaris",NA,"Maywood Sucat","Paranaque","this paper","2/17/05",2005.128767,"Other"
"Z-06-150",NA,NA,"Calabarzon","Batangas",2006,"Philippines","SEA4",NA,"24/04/2006","Canis familiaris",NA,"Balete","Batangas","this paper","4/24/06",2006.309589,"Other"
"Z-06-295",NA,NA,"Calabarzon","Batangas",2007,"Philippines","SEA4",NA,"22/07/2006","Canis familiaris",NA,"Lucsuhin","Calatagan","this paper","7/22/06",2006.553425,"Other"
"Z-06-39",NA,NA,"Calabarzon","Batangas",2006,"Philippines","SEA4",NA,"26/01/2006","Canis familiaris",NA,"Ambulong","Tanauan","this paper","1/26/06",2006.068493,"Other"
"Z-07-07",NA,NA,"Calabarzon","Cavite",2008,"Philippines","SEA4",NA,"08/01/2007","Canis familiaris",NA,"Molino 6","General Trias","this paper","08/01/2007",2007.580822,"Other"
"Z-07-22",NA,NA,"Calabarzon","Cavite",2007,"Philippines","SEA4",NA,"23/01/2007","Canis familiaris",NA,"Tierra Nevada","Amadeo","this paper","1/23/07",2007.060274,"Other"
"Z-07-351",NA,NA,"National Capital Region","Metropolitan Manila",2008,"Philippines","SEA4",NA,"25/10/2007","Canis familiaris",NA,NA,"Taguig","this paper","10/25/07",2007.813699,"Other"
"Z-07-366",NA,NA,"Calabarzon","Batangas",2008,"Philippines","SEA4",NA,"12/11/2007","Canis familiaris",NA,"Wawa","Lipa","this paper","12/11/2007",2007.942466,"Other"
"Z-07-38",NA,NA,"Calabarzon","Cavite",2007,"Philippines","SEA4",NA,"02/05/2007","Canis familiaris",NA,"Timbol","Bacoor","this paper","02/05/2007",2007.09589,"Other"
"Z-07-387",NA,NA,"Calabarzon","Quezon",2008,"Philippines","SEA4",NA,"07/12/2007","Canis familiaris",NA,"Bagong Liing","San Antonio","this paper","07/12/2007",2007.526027,"Other"
"Z-07-398",NA,NA,"Calabarzon","Laguna",2008,"Philippines","SEA4",NA,"19/12/2007","Canis familiaris",NA,"Paciano Rizal","Calamba","this paper","12/19/07",2007.964384,"Other"
"Z-07-403",NA,NA,"Calabarzon","Quezon",2008,"Philippines","SEA4",NA,"22/12/2007","Canis familiaris",NA,"Sampagutia Exit","Lucena","this paper","12/22/07",2007.972603,"Other"
"Z-07-407",NA,NA,"National Capital Region","Metropolitan Manila",2008,"Philippines","SEA4",NA,"26/12/2007","Canis familiaris",NA,"Southland Talon 1","Las Pinas","this paper","12/26/07",2007.983562,"Other"
"Z-08-351",NA,NA,"Calabarzon","Cavite",2009,"Philippines","SEA4",NA,"12/12/2008","Canis familiaris",NA,NA,"GMA","this paper","12/12/2008",2008.945355,"Other"
"Z-08-359",NA,NA,"Calabarzon","Laguna",2009,"Philippines","SEA4",NA,"25/12/2008","Canis familiaris",NA,"San Lucas II","San Pablo","this paper","12/25/08",2008.980874,"Other"
"Z-09-94",NA,NA,"National Capital Region","Metropolitan Manila",2010,"Philippines","SEA4",NA,"08/04/2009","Canis familiaris",NA,"Brgy 191","Pasay","this paper","08/04/2009",2009.589041,"Other"
"Z-12-001",NA,NA,"Calabarzon","Laguna",2012,"Philippines","SEA4","MN726845","2012","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2012",2012,"Other"
"Z-12-012",NA,NA,"Calabarzon","Batangas",2012,"Philippines","SEA4",NA,"16/01/2012","Canis familiaris",NA,"Sulpoc","Tanauan","this paper","1/16/12",2012.040984,"Other"
"Z-12-029",NA,NA,"National Capital Region","Metropolitan Manila",2012,"Philippines","SEA4",NA,"03/02/2012","Canis familiaris",NA,"Sss Village","Marikina","this paper","03/02/2012",2012.166667,"Other"
"Z-12-060",NA,NA,"Calabarzon","Cavite",2012,"Philippines","SEA4",NA,"25/02/2012","Canis familiaris",NA,"F.De Castro","GMA","this paper","2/25/12",2012.150273,"Other"
"Z-12-088",NA,NA,"National Capital Region","Metropolitan Manila",2012,"Philippines","SEA4","MN726843","2012","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2012",2012,"Other"
"Z-12-118",NA,NA,"Calabarzon","Cavite",2012,"Philippines","SEA4","MN726856","2012","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2012",2012,"Other"
"Z-12-134",NA,NA,"Calabarzon","Cavite",2012,"Philippines","SEA4","MN726874","2012","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2012",2012,"Other"
"Z-12-149",NA,NA,"Southwestern Tagalog Region","Oriental Mindoro",2012,"Philippines","SEA4","MN726853","28/06/2012","Canis familiaris",NA,"Palayan","Pinamalayan","this paper","6/28/12",2012.489071,"Mindoro"
"Z-12-208",NA,NA,"National Capital Region","Metropolitan Manila",2012,"Philippines","SEA4",NA,"02/10/2012","Canis familiaris",NA,"De Paro St.","Caloocan","this paper","02/10/2012",2012.10929,"Other"
"Z-12-212",NA,NA,"Calabarzon","Batangas",2012,"Philippines","SEA4","MN726879","2012","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2012",2012,"Other"
"Z-13-002",NA,NA,"National Capital Region","Metropolitan Manila",2013,"Philippines","SEA4","MN726836","2013","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2013",2013,"Other"
"Z-13-009",NA,NA,"Calabarzon","Cavite",2013,"Philippines","SEA4","MN726837","2013","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2013",2013,"Other"
"Z-13-020",NA,NA,"National Capital Region","Metropolitan Manila",2013,"Philippines","SEA4",NA,"02/02/2013","Canis familiaris",NA,"Sucat","Muntinlupa","this paper","02/02/2013",2013.087671,"Other"
"Z-13-032",NA,NA,"National Capital Region","Metropolitan Manila",2013,"Philippines","SEA4","MN726862","14/02/2013","Canis familiaris",NA,"Lower Bicutan","Taguig","this paper","2/14/13",2013.120548,"Other"
"Z-13-036",NA,NA,"National Capital Region","Metropolitan Manila",2013,"Philippines","SEA4",NA,"25/02/2013","Canis familiaris",NA,"Upper Bicutan","Taguig","this paper","2/25/13",2013.150685,"Other"
"Z-13-065",NA,NA,"Calabarzon","Batangas",2013,"Philippines","SEA4",NA,"04/04/2013","Canis familiaris",NA,"Dumuclay North","Batangas","this paper","04/04/2013",2013.254795,"Other"
"Z-13-066",NA,NA,"Calabarzon","Cavite",2013,"Philippines","SEA4","MN726878","05/04/2013","Canis familiaris",NA,"Bayan Luma","Imus","this paper","05/04/2013",2013.336986,"Other"
"Z-13-071",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4","MN726871","10/04/2013","Canis familiaris",NA,"Golden Acres","Las Pinas","this paper","10/04/2013",2013.756164,"Other"
"Z-13-073",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4",NA,"12/04/2013","Canis familiaris",NA,"Bf Homes","Paranaque","this paper","12/04/2013",2013.923288,"Other"
"Z-13-081",NA,NA,"Calabarzon","Laguna",2013,"Philippines","SEA4",NA,"25/04/2013","Canis familiaris",NA,"Sto. Angel Norte","Sta. Cruz","this paper","4/25/13",2013.312329,"Other"
"Z-13-086",NA,NA,"Calabarzon","Rizal",2013,"Philippines","SEA4",NA,"03/05/2013","Canis familiaris",NA,"San Carlos","Binangonan","this paper","03/05/2013",2013.172603,"Other"
"Z-13-089",NA,NA,"Calabarzon","Cavite",2013,"Philippines","SEA4",NA,"04/05/2013","Canis familiaris",NA,"Malainen Luma","Naic","this paper","04/05/2013",2013.257534,"Other"
"Z-13-094",NA,NA,"Calabarzon","Cavite",2014,"Philippines","SEA4","MN726838","10/05/2013","Canis familiaris",NA,"Palico II","Imus","this paper","10/05/2013",2013.758904,"Other"
"Z-13-096",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4","MN726869","12/05/2013","Felis catus",NA,"Bf International","Las Pinas","this paper","12/05/2013",2013.926027,"Other"
"Z-13-098",NA,NA,"National Capital Region","Metropolitan Manila",2013,"Philippines","SEA4",NA,"13/05/2013","Canis familiaris",NA,NA,"San Juan","this paper","5/13/13",2013.361644,"Other"
"Z-13-134",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4",NA,"10/06/2013","Canis familiaris",NA,"Sto. Nino Vill.,Tunasan","Muntinlupa","this paper","10/06/2013",2013.761644,"Other"
"Z-13-135",NA,NA,"Calabarzon","Cavite",2014,"Philippines","SEA4",NA,"12/06/2013","Canis familiaris",NA,"Alulod","Indang","this paper","12/06/2013",2013.928767,"Other"
"Z-13-161",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4",NA,"20/07/2013","Canis familiaris",NA,"Pansol","Calamba","this paper","7/20/13",2013.547945,"Other"
"Z-13-171",NA,NA,"Calabarzon","Batangas",2013,"Philippines","SEA4",NA,"05/08/2013","Canis familiaris",NA,"Pinamocan Silangan","Batangas","this paper","05/08/2013",2013.347945,"Other"
"Z-13-184",NA,NA,"Calabarzon","Batangas",2014,"Philippines","SEA4",NA,"29/08/2013","Canis familiaris",NA,"Tabangaw","Batangas","this paper","8/29/13",2013.657534,"Other"
"Z-13-204",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4",NA,"26/09/2013","Canis familiaris",NA,"Dayap","Calauan","this paper","9/26/13",2013.734247,"Other"
"Z-13-216",NA,NA,"Southwestern Tagalog Region","Occidental Mindoro",2014,"Philippines","SEA4",NA,"25/10/2013","Canis familiaris",NA,"Bgy. 2","Mamburao","this paper","10/25/13",2013.813699,"Mindoro"
"Z-13-234",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4",NA,"15/11/2013","Canis familiaris",NA,"Mayapa","Calamba","this paper","11/15/13",2013.871233,"Other"
"Z-13-259",NA,NA,"Calabarzon","Cavite",2014,"Philippines","SEA4",NA,"18/12/2013","Canis familiaris",NA,"Pound","Cavite","this paper","12/18/13",2013.961644,"Other"
"Z-14-023",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4",NA,"31/01/2014","Canis familiaris",NA,"Poblacion I","Sta. Cruz","this paper","1/31/14",2014.082192,"Other"
"Z-14-033",NA,NA,"Calabarzon","Quezon",2014,"Philippines","SEA4","MN726844","07/02/2014","Canis familiaris",NA,"Bagumbayan, Zone 4","Atimonan","this paper","07/02/2014",2014.49863,"Other"
"Z-14-05",NA,NA,"Calabarzon","Cavite",2014,"Philippines","SEA4",NA,"05/01/2014","Canis familiaris",NA,"Pasong Camachile","General Trias","this paper","05/01/2014",2014.328767,"Other"
"Z-14-058",NA,NA,"Calabarzon","Rizal",2014,"Philippines","SEA4",NA,"14/03/2014","Canis familiaris",NA,NA,"Taytay","this paper","3/14/14",2014.19726,"Other"
"Z-14-098",NA,NA,"Calabarzon","Batangas",2014,"Philippines","SEA4",NA,"29/04/2014","Canis familiaris",NA,"Dita","Cuenca","this paper","4/29/14",2014.323288,"Other"
"Z-14-101",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4",NA,"04/05/2014","Canis familiaris",NA,"Upper Bicutan","Taguig","this paper","04/05/2014",2014.257534,"Other"
"Z-14-106",NA,NA,"Calabarzon","Cavite",2015,"Philippines","SEA4",NA,"08/05/2014","Felis catus",NA,"Sta. Cruz","Cavite","this paper","08/05/2014",2014.591781,"Other"
"Z-14-126",NA,NA,"National Capital Region","Metropolitan Manila",2014,"Philippines","SEA4",NA,"31/05/2014","Canis familiaris",NA,"Talon 5","Las Pinas","this paper","5/31/14",2014.410959,"Other"
"Z-14-136",NA,NA,"Calabarzon","Cavite",2015,"Philippines","SEA4","MN726865","11/06/2014","Canis familiaris",NA,"Parklane,San Francisco","General Trias","this paper","11/06/2014",2014.846575,"Other"
"Z-14-138",NA,NA,"National Capital Region","Metropolitan Manila ",2014,"Philippines","SEA4","MN726866","2014","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2014",2014,"Other"
"Z-14-142",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4",NA,"21/06/2014","Canis familiaris",NA,"Mercedes Homes 3","Binan","this paper","6/21/14",2014.468493,"Other"
"Z-14-146",NA,NA,"Calabarzon","Batangas",2014,"Philippines","SEA4","MN726841","2014","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2014",2014,"Other"
"Z-14-149",NA,NA,"Calabarzon","Laguna",2014,"Philippines","SEA4","MN726870","2014","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2014",2014,"Other"
"Z-14-182",NA,NA,"Central Luzon","Bulacan",2015,"Philippines","SEA4",NA,"20/08/2014","Canis familiaris",NA,"San Francisco","Pulilan","this paper","8/20/14",2014.632877,"Other"
"Z-14-243",NA,NA,"Calabarzon","Laguna",2015,"Philippines","SEA4",NA,"13/11/2014","Canis familiaris",NA,"Bubukal St.","Sta. Cruz","this paper","11/13/14",2014.865753,"Other"
"Z-15-001",NA,NA,"Calabarzon","Rizal",2015,"Philippines","SEA4","MN726846","01/01/2015","Canis familiaris",NA,"Bagumbayan","Pililla","this paper","01/01/2015",2015,"Other"
"Z-15-009",NA,NA,"National Capital Region","Metropolitan Manila",2015,"Philippines","SEA4",NA,"16/01/2015","Canis familiaris",NA,"South Triangle","Quezon","this paper","1/16/15",2015.041096,"Other"
"Z-15-019",NA,NA,"National Capital Region","Metropolitan Manila",2015,"Philippines","SEA4","MN726861","2015","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2015",2015,"Other"
"Z-15-116",NA,NA,"Calabarzon","Laguna",2015,"Philippines","SEA4","MN726839","2015","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2015",2015,"Other"
"Z-15-130",NA,NA,"Calabarzon","Cavite",2015,"Philippines","SEA4","MN726881","2015","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2015",2015,"Other"
"Z-15-148",NA,NA,"National Capital Region","Metropolitan Manila",2015,"Philippines","SEA4","MN726840","2015","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2015",2015,"Other"
"Z-15-163",NA,NA,"Calabarzon","Cavite",2015,"Philippines","SEA4",NA,"05/09/2015","Canis familiaris",NA,"Panapaan 8","Bacoor","this paper","05/09/2015",2015.350685,"Other"
"Z-16-013",NA,NA,"Calabarzon","Laguna",2016,"Philippines","SEA4","MN726848","2016","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2016",2016,"Other"
"Z-16-082",NA,NA,"Calabarzon","Laguna",2016,"Philippines","SEA4","MN726868","24/05/2016","Canis familiaris",NA,"Caingin","Sta. Rosa","this paper","5/24/16",2016.393443,"Other"
"Z-16-150",NA,NA,"National Capital Region","Metropolitan Manila",2016,"Philippines","SEA4",NA,"05/09/2016","Canis familiaris",NA,"Putatan","Muntinlupa","this paper","05/09/2016",2016.352459,"Other"
"Z-16-151",NA,NA,"Calabarzon","Cavite",2016,"Philippines","SEA4",NA,"05/09/2016","Canis familiaris",NA,NA,"Carmona","this paper","05/09/2016",2016.352459,"Other"
"Z-16-159",NA,NA,"Calabarzon","Cavite",2016,"Philippines","SEA4","MN726855","2016","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2016",2016,"Other"
"Z-16-186",NA,NA,"Calabarzon","Rizal",2016,"Philippines","SEA4","MN726858","2016","Canis lupus familiaris",NA,NA,"-","rabv-glue","01/01/2016",2016,"Other"
"Z-16-196",NA,NA,"Calabarzon","Cavite",2017,"Philippines","SEA4",NA,"23/11/2016","Canis familiaris",NA,"Sampaloc","Dasmarinas","this paper","11/23/16",2016.893443,"Other"
"Z-16-209",NA,NA,"Calabarzon","Quezon",2017,"Philippines","SEA4","MN726872","14/12/2016","Canis familiaris",NA,"Pahinga Sur","Candelaria","this paper","12/14/16",2016.95082,"Other"
"Z-16-210",NA,NA,"National Capital Region","Metropolitan Manila",2017,"Philippines","SEA4","MN726847","16/12/2016","Canis familiaris",NA,"Almanza 2","Las Pinas","this paper","12/16/16",2016.956284,"Other"
"Z-16-211",NA,NA,"Calabarzon","Laguna",2017,"Philippines","SEA4","MN726882","19/12/2016","Canis familiaris",NA,"Las Villas De Manila","Binan","this paper","12/19/16",2016.964481,"Other"
"Z-17-046",NA,NA,"Calabarzon","Batangas",2017,"Philippines","SEA4",NA,"06/03/2017","Canis familiaris",NA,"Bgy. San Fernando","Sto. Tomas","this paper","06/03/2017",2017.419178,"Other"
"Z-17-174",NA,NA,"National Capital Region","Metropolitan Manila",2018,"Philippines","SEA4",NA,"23/09/2017","Canis familiaris",NA,"Poblacion","Muntinlupa","this paper","9/23/17",2017.726027,"Other"
"Z-17-177",NA,NA,"Calabarzon","Cavite",2018,"Philippines","SEA4",NA,"25/09/2017","Canis familiaris",NA,"Bgy. Navarro","General Trias","this paper","9/25/17",2017.731507,"Other"
"Z-17-193",NA,NA,"Calabarzon","Quezon",2018,"Philippines","SEA4",NA,"13/10/2017","Canis familiaris",NA,"Binonoan","Infanta","this paper","10/13/17",2017.780822,"Other"
"Z-17-200",NA,NA,"Calabarzon","Laguna",2018,"Philippines","SEA4",NA,"31/10/2017","Canis familiaris",NA,"Mamatid","Cabuyao","this paper","10/31/17",2017.830137,"Other"
"Z-17-217",NA,NA,"Calabarzon","Cavite",2018,"Philippines","SEA4",NA,"16/11/2017","Canis familiaris",NA,"Paliko 4","Imus","this paper","11/16/17",2017.873973,"Other"
"Z-17-221",NA,NA,"Calabarzon","Cavite",2018,"Philippines","SEA4",NA,"28/11/2017","Canis familiaris",NA,"Bgy. Nawasa","Noveleta","this paper","11/28/17",2017.906849,"Other"
"Z-17-57",NA,NA,"Southwestern Tagalog Region","Occidental Mindoro",2017,"Philippines","SEA4",NA,"29/03/2017","Canis familiaris",NA,"Magbag","San Jose","this paper","3/29/17",2017.238356,"Mindoro"
"Z-18-001",NA,NA,"Calabarzon","Cavite",2018,"Philippines","SEA4",NA,"02/01/2018","Felis catus",NA,"Andrea Vill. I, Panapaan Vi","Bacoor","this paper","02/01/2018",2018.084932,"Other"
"Z-18-114",NA,NA,"Calabarzon","Batangas",2018,"Philippines","SEA4",NA,"28/05/2018","Canis familiaris",NA,"Banay-Banay 1St","San Jose","this paper","5/28/18",2018.40274,"Other"
"Z-18-159",NA,NA,"Central Luzon","Bulacan",2019,"Philippines","SEA4",NA,"19/07/2018","Canis familiaris",NA,"Sta. Cruz","Guiginto","this paper","7/19/18",2018.545205,"Other"
"Z-18-224",NA,NA,"National Capital Region","Metropolitan Manila",2019,"Philippines","SEA4",NA,"28/10/2018","Canis familiaris",NA,"Camarin Rd.","Caloocan","this paper","10/28/18",2018.821918,"Other"
"Z-18-251",NA,NA,"Calabarzon","Laguna",2019,"Philippines","SEA4",NA,"07/12/2018","Canis familiaris",NA,"Rpa Enterprises, Don Jose","Sta. Rosa","this paper","07/12/2018",2018.526027,"Other"
"Z-19-029",NA,NA,"Calabarzon","Batangas",2019,"Philippines","SEA4",NA,"26/02/2019","Canis familiaris",NA,"Antipolo Del Sur","Lipa","this paper","2/26/19",2019.153425,"Other"
"Z-19-123",NA,NA,"Calabarzon","Cavite",2020,"Philippines","SEA4",NA,"11/08/2019","Canis familiaris",NA,"Anabu 2F","Imus","this paper","11/08/2019",2019.852055,"Other"
"Z-19-136",NA,NA,"Calabarzon","Laguna",2019,"Philippines","SEA4",NA,"05/09/2019","Canis familiaris",NA,"Canlubang","Calamba","this paper","05/09/2019",2019.350685,"Other"
"Z-19-88",NA,NA,"Calabarzon","Rizal",2019,"Philippines","SEA4",NA,"31/05/2019","Canis familiaris",NA,"San Isidro","Angono","this paper","5/31/19",2019.410959,"Other"
"Z-20-01",NA,NA,"Calabarzon","Cavite",2020,"Philippines","SEA4",NA,"03/01/2020","Canis familiaris",NA,"Meadowood Subd.,Panapaan 8","Bacoor","this paper","03/01/2020",2020.163934,"Other"
"Z-20-110",NA,NA,"Calabarzon","Laguna",2021,"Philippines","SEA4",NA,"23/10/2020","Canis familiaris",NA,"Pacita Complex 1, San Vicente","San Pedro","this paper","10/23/20",2020.808743,"Other"
"Z-20-24",NA,NA,"National Capital Region","Metropolitan Manila",2020,"Philippines","SEA4",NA,"14/02/2020","Canis familiaris",NA,"Bayanan","Muntinlupa","this paper","2/14/20",2020.120219,"Other"
"Z-20-33",NA,NA,"National Capital Region","Metropolitan Manila",2020,"Philippines","SEA4",NA,"18/02/2020","Canis familiaris",NA,"F.B. Harizon Edsa","Pasay","this paper","2/18/20",2020.131148,"Other"
"Z-20-51",NA,NA,"Calabarzon","Rizal",2020,"Philippines","SEA4",NA,"02/03/2020","Canis familiaris",NA,"Herald Village Subd.","Angono","this paper","02/03/2020",2020.090164,"Other"
"Z-22-103",NA,NA,"Southwestern Tagalog Region","Romblon",2023,"Philippines","SEA4",NA,"21/11/2022","Canis familiaris",NA,"Paroyhog","Santa Maria","this paper","11/21/22",2022.887671,"Other"
"Z-22-119",NA,NA,"Southwestern Tagalog Region ","Romblon",2023,"Philippines","SEA4",NA,"28/12/2022","Canis familiaris",NA,"Tulay","Odiongan","this paper","12/28/22",2022.989041,"Other"
"Z-22-121",NA,NA,"Southwestern Tagalog Region","Romblon",2023,"Philippines","SEA4",NA,"19/12/2022","Canis familiaris",NA,"Carmen","San Agustin","this paper","12/19/22",2022.964384,"Other"
"Z-23-01",NA,NA,"Calabarzon","Laguna",2023,"Philippines","SEA4",NA,"03/01/2023","Canis familiaris",NA,"Balibago","Sta. Rosa","this paper","03/01/2023",2023.161644,"Other"
"Z-23-01Sa",NA,NA,"Calabarzon","Laguna",2023,"Philippines","SEA4",NA,"03/01/2023","Canis familiaris",NA,"Balibago","Sta. Rosa","this paper","03/01/2023",2023.161644,"Other"
"Z-98-1061",NA,NA,"Calabarzon","Cavite",1998,"Philippines","SEA4",NA,"05/08/1998","Canis familiaris",NA,"Tejero","General Trias","this paper","05/08/1998",1998.347945,"Other"
"Z-98-285",NA,NA,"Calabarzon","Laguna",1998,"Philippines","SEA4",NA,"18/03/1998","Canis familiaris",NA,NA,"San Pablo","this paper","3/18/98",1998.208219,"Other"
"Z-98-286",NA,NA,"Calabarzon","Quezon",1998,"Philippines","SEA4",NA,"19/03/1998","Canis familiaris",NA,"Tayuman","Mulanay","this paper","3/19/98",1998.210959,"Other"
"Z-98-433",NA,NA,"Calabarzon","Cavite",1998,"Philippines","SEA4",NA,"30/04/1998","Canis familiaris",NA,"Palamitan","Kawit","this paper","4/30/98",1998.326027,"Other"
"Z-98-454",NA,NA,"National Capital Region","Metropolitan Manila",1998,"Philippines","SEA4",NA,"04/05/1998","Canis familiaris",NA,"Betterliving Subd","Paranaque","this paper","04/05/1998",1998.257534,"Other"
"Z-98-515",NA,NA,"National Capital Region","Metropolitan Manila",1998,"Philippines","SEA4",NA,"20/05/1998","Canis familiaris",NA,"Cupang","Muntinlupa","this paper","5/20/98",1998.380822,"Other"
"Z-98-616",NA,NA,"Central Luzon","Bulacan",1998,"Philippines","SEA4",NA,"18/06/1998","Canis familiaris",NA,NA,"San Miguel","this paper","6/18/98",1998.460274,"Other"
"Z-98-718",NA,NA,"Calabarzon","Batangas",1999,"Philippines","SEA4",NA,"13/07/1998","Canis familiaris",NA,"Maraykid","San Juan","this paper","7/13/98",1998.528767,"Other"
"Z-98-780",NA,NA,"Calabarzon","Laguna",1999,"Philippines","SEA4",NA,"25/07/1998","Canis familiaris",NA,"San Miguel","Alaminos","this paper","7/25/98",1998.561644,"Other"
