node	Albay	Aurora	Batangas	Benguet	Bulacan	Cagayan	Camarines Norte	Camarines Sur	Catanduanes	Cavite	Cebu	Davao del Sur	Ifugao	Ilocos Sur	Isabela	Kalinga	La Union	Laguna	Lanao del Norte	Metropolitan Manila	Misamis Oriental	Mountain Province	Negros Oriental	Nueva Ecija	Nueva Vizcaya	Oriental Mindoro	Palawan	Pampanga	Pangasinan	Quezon	Rizal	Romblon	Sorsogon	Tarlac	Zambales
n1111	7.170164252133012e-05	1.7213824616923908e-05	0.00016092816725412818	1.720534716303244e-05	0.00014944780947444646	6.168370214720655e-05	5.1534958164455044e-05	4.092851934313202e-05	3.5100816919461825e-05	0.00017499037208864755	1.874530013335376e-05	1.7206625025724723e-05	6.895836608757483e-05	6.306271933786162e-05	1.8046667735501315e-05	4.099470570490167e-05	6.88641102648076e-05	0.00011810265955435934	3.417598898756598e-05	7.809319636430139e-05	6.248252143978834e-05	3.656545334818556e-05	0.9971405778095114	0.00034880181925892484	5.134401177552035e-05	3.4175985118788305e-05	1.784249341849342e-05	0.0005293356131713121	7.930476234175519e-05	5.14883345492052e-05	3.4175857826496276e-05	6.930830993996988e-05	3.472896056641278e-05	0.00012149792427370821	8.13846445715175e-05
RV/R4B.PHL/2013/TRa-487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RV/R4B.PHL/2013/TRa-486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n18	0.02204263302724297	0.0052919137605882734	0.049472705526289455	0.005289260605938045	0.04594345307335058	0.018963839621074546	0.01584287600213831	0.01258246556446814	0.010790873716832817	0.05379580321408588	0.005754039754971549	0.01270716172577717	0.021199217303418172	0.019390337730374612	0.005549114936154175	0.012602676927645518	0.021170544943894316	0.03631067068580813	0.010507146325527024	0.02401019027842519	0.12701737925964746	0.01124209623704432	0.005700805012760877	0.10722919118167078	0.015784193678494565	0.010507183458539578	0.005485102924575719	0.16273087845179207	0.0243959951775949	0.01582852220393505	0.010507689426289211	0.02130678848658906	0.010676467493924915	0.03735087708858379	0.025019905194552966
n4848	0.020819894170873057	0.005063329045384836	0.04527390368672301	0.004814732341485567	0.04323626025944234	0.0228217490772952	0.01453035581100079	0.012696175985966179	0.010845344208157089	0.05073104855765091	0.005237771010566837	0.004816379212980238	0.019639392806144598	0.03661991390786128	0.01141749218481934	0.012004499310451456	0.02120352673662252	0.051905094717471234	0.009563785040111072	0.03658227726386152	0.017503804031665043	0.01630651183229242	0.005189340905662215	0.10118118839239922	0.014572936379081837	0.009564484931675788	0.004992999843857267	0.1625105975654373	0.10680874590308337	0.014408459603531426	0.016693739748061317	0.01969328520339005	0.010268419439336712	0.03418938697951108	0.02629317390614614
n2	0.024911960549667177	0.005980757254075501	0.05599399181616955	0.00597781191391399	0.051924025806052314	0.021431334279518148	0.01790526419062231	0.014220171383757025	0.01219539921652992	0.06079851303470238	0.006502160981348335	0.005978253991628348	0.023958838902359593	0.021910455653047983	0.006270118113296067	0.014243167291615988	0.02392609035068745	0.04103348802997577	0.011874077994496378	0.027132633470979578	0.021708849111630808	0.012704270091656455	0.006442624659643182	0.12118742133665347	0.01783892190833469	0.011885781641818085	0.0061990448854804805	0.18391193418120044	0.02755356206763142	0.017889065345751687	0.011874030699284898	0.02408042312228372	0.012066201860137469	0.04221314057591167	0.028276214288137858
Z-16-209	0.02491330664229095	0.005981080416419056	0.05594979828536513	0.0059781349240536075	0.05192683147281329	0.021432492161463833	0.017906231695724657	0.0142209397334483	0.012196058164178722	0.06080179822321458	0.006502510879192095	0.005978576803850675	0.02396013350485089	0.021911639045824976	0.006270456738506053	0.014243936903925468	0.023927383138740262	0.04103570473614687	0.01187471960843594	0.027134099163059547	0.021710018922124208	0.012704956393544867	0.006442972312397838	0.12119396957936743	0.017839885825933054	0.011879619210275204	0.006199379689181786	0.18392187142827038	0.027555048532696014	0.017890031978623072	0.011874672109524155	0.02408172429580182	0.012066853839968765	0.04221542155106893	0.02827774208971771
n55	2.670083837756833e-07	6.410223434381807e-08	5.992773482233275e-07	6.407066519944104e-08	5.565258571225076e-07	2.2970276831776524e-07	1.9191005099805034e-07	1.5241293564617336e-07	1.3071126528178946e-07	6.516433205989023e-07	0.9999893525612231	6.40754274797432e-08	2.5679274862525566e-07	2.348380704809992e-07	6.720364585830638e-08	1.5265940544875896e-07	2.564417519016583e-07	4.398002574018199e-07	1.2726731565135246e-07	2.9080977614445435e-07	2.3267752706385275e-07	1.3616539939288463e-07	6.909573224675337e-08	1.2988964651304108e-06	1.9119898941533234e-07	1.2726730575431965e-07	6.644354212971334e-08	1.9711828330949703e-06	2.95321536295346e-07	1.9173643015277217e-07	1.272668305528494e-07	2.580958978636327e-07	1.2932651625739597e-07	4.524438104228587e-07	3.030667323118789e-07
n7	9.032901155137931e-10	2.1685803929453818e-10	2.027356908603586e-09	2.1675124198630676e-10	1.8827285453135083e-09	7.770850893178315e-10	6.492322459912734e-10	5.156133872851941e-10	4.421965759955739e-10	2.204511192190568e-09	0.9999999639797472	2.1676731458651144e-10	8.687305948487347e-10	7.94457765907398e-10	2.2735009349006141e-10	5.164471987776489e-10	8.675431642077704e-10	1.4878454258217826e-09	4.3054568960020837e-10	9.838102254511187e-10	7.871481782877045e-10	4.6064790260386537e-10	2.3369244885100384e-10	4.394170406062507e-09	6.468267221746979e-10	4.3054560918955916e-10	2.247764009981176e-10	6.668517042036432e-09	9.990731831688138e-10	6.486448867085697e-10	4.3054401386191765e-10	8.731391526301219e-10	4.375119684189818e-10	1.5306186922501383e-09	1.0252755973923601e-09
n12	1.836762059885151e-06	4.4096200322275e-07	4.122454310975752e-06	4.407448407056779e-07	3.828365108858356e-06	1.5801350807417663e-06	1.3201574310085287e-06	1.0484550749054275e-06	8.991683608104716e-07	4.482682195924138e-06	4.798669403290368e-07	4.4077750566243155e-07	1.7664882746274256e-06	1.6154608814868999e-06	4.6229667146378516e-07	1.050150559777557e-06	1.7640737339691042e-06	3.0254045153571877e-06	8.754772966466113e-07	2.0004926851158836e-06	1.6005972599318246e-06	9.366875211414554e-07	0.999926751269511	8.935164182697961e-06	1.3152660068700539e-06	8.754771119129586e-07	4.5706226920997583e-07	1.3559850673283849e-05	2.0315284314749054e-06	1.3189630871180055e-06	8.754738735069162e-07	1.7754526943939556e-06	8.896426188775125e-07	3.1123802817667812e-06	2.0848089451972423e-06
