Sample.ID,,Region,Province,year,country,assignment,NCBI.accession,Sample.collection.date,Host.species,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak
RV/R1.PHL/2010/TRa-286,,Ilocos Region,Ilocos Sur,2010,Philippines,SEA4,AB733971,2010,Canis lupus familiaris,NA,NA,"Region1, Ilocos Sur",rabv-glue,01/01/2010,2010,Other
RV/R1.PHL/2010/TRa-287,,Ilocos Region,Ilocos Sur,2010,Philippines,SEA4,AB771914,2010,Canis lupus familiaris,NA,NA,"Regoin 1, Ilocos Sur",rabv-glue,01/01/2010,2010,Other
RV/R1.PHL/2010/TRa-298,,Ilocos Region,Pangasinan,2010,Philippines,SEA4,AB771915,2010,Canis lupus familiaris,NA,NA,"Regoin 1,Pangasinan",rabv-glue,01/01/2010,2010,Other
RV/R1.PHL/2010/TRa-299,,Ilocos Region,Pangasinan,2010,Philippines,SEA4,AB733972,2010,Canis lupus familiaris,NA,NA,"Region1, Pangasinan",rabv-glue,01/01/2010,2010,Other
RV/R1.PHL/2010/TRa-300,,Ilocos Region,Pangasinan,2010,Philippines,SEA4,AB733973,2010,Canis lupus familiaris,NA,NA,"Region1, Pangasinan",rabv-glue,01/01/2010,2010,Other
RV/R1.PHL/2012/TRa-320,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018497,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-323,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018498,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-324,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018499,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-325,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018500,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-327,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018501,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-375,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018526,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-376,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018527,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-377,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018528,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-378,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018529,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-379,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018530,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-381,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018531,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-382,,Ilocos Region,La Union,2012,Philippines,SEA4,LC018532,2012,Canis lupus familiaris,NA,NA,"I, La Union",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-383,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018533,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2012/TRa-384,,Ilocos Region,Pangasinan,2012,Philippines,SEA4,LC018534,2012,Canis lupus familiaris,NA,NA,"I, Pangasinan",rabv-glue,01/01/2012,2012,Other
RV/R1.PHL/2013/TRa-406,,Ilocos Region,Ilocos Sur,2013,Philippines,SEA4,LC018546,2013,Canis lupus familiaris,NA,NA,"I, Ilocos Sur",rabv-glue,01/01/2013,2013,Other
RV/R1.PHL/2013/TRa-569,,Ilocos Region,Ilocos Sur,2013,Philippines,SEA4,LC068940,2013,Canis lupus familiaris,NA,NA,"Region I, Ilocos Sur",rabv-glue,01/01/2013,2013,Other
RV/R1.PHL/2013/TRa-572,,Ilocos Region,La Union,2013,Philippines,SEA4,LC068942,2013,Canis lupus familiaris,NA,NA,"Region I, La Union",rabv-glue,01/01/2013,2013,Other
RV/R1.PHL/2013/TRa-573,,Ilocos Region,La Union,2013,Philippines,SEA4,LC068943,2013,Canis lupus familiaris,NA,NA,"Region I, La Union",rabv-glue,01/01/2013,2013,Other
RV/R10.PHL/2008/TRa-014,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563845,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-024,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563852,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-025,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563853,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-026,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563854,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-027,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563855,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-028,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563856,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-030,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563857,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-052,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563871,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-053,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563872,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-054,,Northern Mindanao,Lanao del Norte,2008,Philippines,SEA4,AB563873,2008,Canis lupus familiaris,NA,NA,"Region10, Lanao del Norte",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-055,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563874,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-056,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563875,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-057,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563876,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-058,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563877,2008,Canis lupus familiaris,NA,NA,"Region 10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-104,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563919,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-107,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563920,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2008/TRa-108,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB563921,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2009/TRa-109,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB563922,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-110,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB563923,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-184,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB683589,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-186,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB683590,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-189,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB683591,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-191,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB563970,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-194,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB683648,2009,Canis lupus familiaris,NA,NA,"Region 10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-195,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB683649,2009,Canis lupus familiaris,NA,NA,"Region 10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-196,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB563971,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-197,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB563972,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-242,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564008,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-243,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564009,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-244,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564010,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-246,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564011,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-247,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB771920,2009,Canis lupus familiaris,NA,NA,"Regoin 10, Misamis Orientale",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-248,,Northern Mindanao,Misamis Oriental,2008,Philippines,SEA4,AB564012,2008,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2008,2008,Other
RV/R10.PHL/2009/TRa-249,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564013,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-250,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564014,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-251,,Northern Mindanao,Lanao del Norte,2009,Philippines,SEA4,AB564015,2009,Canis lupus familiaris,NA,NA,"Region10, Lanao del Norte",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-252,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564016,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-253,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564017,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-254,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564018,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R10.PHL/2009/TRa-255,,Northern Mindanao,Misamis Oriental,2009,Philippines,SEA4,AB564019,2009,Canis lupus familiaris,NA,NA,"Region10, Misamis Oriental",rabv-glue,01/01/2009,2009,Other
RV/R11.PHL/2005/Z-05-186,,Davao Region,Davao del Sur,2005,Philippines,SEA4,AB563807,2005,Canis lupus familiaris,NA,NA,"Region11, Davao del Sur",rabv-glue,01/01/2005,2005,Other
RV/R2.PHL/2009/TRa-142,,Cagayan Valley,Cagayan,2009,Philippines,SEA4,AB563946,2009,Canis lupus familiaris,NA,NA,"Region2, Cagayan",rabv-glue,01/01/2009,2009,Other
RV/R2.PHL/2009/TRa-279,,Cagayan Valley,Isabela,2009,Philippines,SEA4,AB733974,2009,Canis lupus familiaris,NA,NA,"Region2, Isabela City",rabv-glue,01/01/2009,2009,Other
RV/R2.PHL/2009/TRa-283,,Cagayan Valley,Isabela,2009,Philippines,SEA4,AB733975,2009,Canis lupus familiaris,NA,NA,"Region2, Isabela City",rabv-glue,01/01/2009,2009,Other
RV/R2.PHL/2009/TRa-284,,Cagayan Valley,Isabela,2009,Philippines,SEA4,AB733976,2009,Canis lupus familiaris,NA,NA,"Region2, Isabela City",rabv-glue,01/01/2009,2009,Other
RV/R2.PHL/2013/TRa-435,,Ilocos Region,Cagayan,2013,Philippines,SEA4,LC018555,2013,Canis lupus familiaris,NA,NA,"II, Cagayan",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-437,,Ilocos Region,Nueva Vizcaya,2013,Philippines,SEA4,LC018556,2013,Canis lupus familiaris,NA,NA,"II, Nueva Vizcaya",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-439,,Ilocos Region,Cagayan,2013,Philippines,SEA4,LC018557,2013,Canis lupus familiaris,NA,NA,"II, Cagayan",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-503,,Ilocos Region,Nueva Vizcaya,2013,Philippines,SEA4,LC018587,2013,Canis lupus familiaris,NA,NA,"II, Nueva Vizcaya",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-504,,Ilocos Region,Nueva Vizcaya,2013,Philippines,SEA4,LC018588,2013,Canis lupus familiaris,NA,NA,"II, Nueva Vizcaya",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-505,,Ilocos Region,Isabela,2013,Philippines,SEA4,LC018589,2013,Canis lupus familiaris,NA,NA,"II, Isabela",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-506,,Ilocos Region,Cagayan,2013,Philippines,SEA4,LC018590,2013,Canis lupus familiaris,NA,NA,"II, Cagayan",rabv-glue,01/01/2013,2013,Other
RV/R2.PHL/2013/TRa-507,,Cordillera Administrative Region,Kalinga,2013,Philippines,SEA4,LC018591,2013,Canis lupus familiaris,NA,NA,"CAR, Kalinga Apayao",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2004/Z-04-519,,Central Luzon,Aurora,2004,Philippines,SEA4,AB563798,2004,Canis lupus familiaris,NA,NA,"Region3, Aurora",rabv-glue,01/01/2004,2004,Other
RV/R3.PHL/2005/Z-05-198,,Central Luzon,Nueva Ecija,2005,Philippines,SEA4,AB563809,2005,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2005,2005,Other
RV/R3.PHL/2005/Z-05-507,,Central Luzon,Bulacan,2005,Philippines,SEA4,AB563817,2005,Canis lupus familiaris,NA,NA,"Region3, Bulacan",rabv-glue,01/01/2005,2005,Other
RV/R3.PHL/2008/TRa-002,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563838,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-006,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563840,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-009,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563841,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-010,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563842,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-011,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563843,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-013,,Central Luzon,Tarlac,2008,Philippines,SEA4,AB563844,2008,Canis lupus familiaris,NA,NA,"Region3, Tarlac",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-016,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563846,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-017,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB683585,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-018,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563847,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-019,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563848,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-020,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563849,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-021,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563850,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-022,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563851,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-038,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563863,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-040,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563864,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-041,,Central Luzon,Tarlac,2008,Philippines,SEA4,AB563865,2008,Canis lupus familiaris,NA,NA,"Region3, Tarlac",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-045,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563866,2008,Canis lupus familiaris,NA,NA,"Region 3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-047,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563867,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-048,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563868,2008,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-049,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563869,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-051,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563870,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-059,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563878,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-060,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563879,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-061,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563880,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-062,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563881,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-063,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563882,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-064,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563883,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-065,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563884,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-066,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563885,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-086,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563901,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-087,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563902,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-088,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563903,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-089,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563904,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-090,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563905,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-091,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563906,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-092,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563907,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-093,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563908,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-095,,Central Luzon,Nueva Ecija,2008,Philippines,SEA4,AB563910,2008,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-111,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563924,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-112,,Central Luzon,Pampanga,2008,Philippines,SEA4,AB563925,2008,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2008/TRa-119,,Central Luzon,Zambales,2008,Philippines,SEA4,AB563932,2008,Canis lupus familiaris,NA,NA,"Region 3, Zambales",rabv-glue,01/01/2008,2008,Other
RV/R3.PHL/2009/TRa-113,,Central Luzon,Zambales,2009,Philippines,SEA4,AB563926,2009,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-114,,Central Luzon,Zambales,2009,Philippines,SEA4,AB563927,2009,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-115,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563928,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-116,,Central Luzon,Zambales,2009,Philippines,SEA4,AB563929,2009,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-117,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563930,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-118,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563931,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-127,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563937,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-128,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB563938,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-129,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563939,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-130,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563940,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-131,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563941,2009,Canis lupus familiaris,NA,NA,"Region 3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-132,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB683586,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
